escenario,division_a,division_b,estilo_a,estilo_b,semilla,coincide_con_fotogramas,goles,goles_local,goles_visitante,tiros,posesion_pct,pases,perdidas,pases_intentados,faltas,penales,offsides,amarillas,rojas,ticks,resistencia_final_pct,mitades_cortadas,fotogramas,controlada_pct,pelota_parada_pct,posesiones,duracion_posesion_seg,recuperaciones_altas,separacion_lineas_m,recorrido_total_m,ms_sin_fotogramas,ms_con_fotogramas
D1 tapado,4,1,Tiki taka,Juego directo,77243,true,6.0,0.0,6.0,12.0,46.1928934010152,42.0,12.0,54.0,1.0,0.0,0.0,1.0,0.0,963.0,92.332,0.0,963.0,54.2538354253835,25.5451713395639,29.0,3.35344827586207,5.0,37.3418518394015,16916.1483621673,644.601,685.174
D1 tapado,4,1,Presion alta,Contragolpe,77100,true,2.0,0.0,2.0,10.0,54.0342298288509,31.0,18.0,46.0,4.0,0.0,0.0,0.0,0.0,960.0,89.74,0.0,960.0,58.5260115606936,27.9166666666667,31.0,3.26612903225806,9.0,41.6732487453428,15971.0446395094,566.08,661.567
D1 tapado,4,1,Presion alta,Contragolpe,77113,true,6.0,0.0,6.0,9.0,38.3033419023136,36.0,16.0,52.0,3.0,0.0,0.0,1.0,1.0,1019.0,92.5610909090909,0.0,1019.0,53.8677918424754,30.2257114818449,31.0,3.08870967741936,4.0,40.8455982944647,15821.7182335871,609.532,700.936
D1 tapado,4,1,Presion alta,Contragolpe,77126,true,4.0,0.0,4.0,8.0,55.0505050505051,35.0,19.0,50.0,3.0,0.0,0.0,0.0,0.0,960.0,94.0436363636364,0.0,960.0,54.5201668984701,25.1041666666667,30.0,3.26666666666667,7.0,40.842393554348,17438.4827120139,630.129,681.432
D1 tapado,4,1,Presion alta,Contragolpe,77139,true,5.0,0.0,5.0,10.0,49.4252873563218,35.0,19.0,46.0,6.0,0.0,0.0,4.0,1.0,987.0,89.5501818181818,0.0,987.0,65.5487804878049,33.5359675785208,30.0,3.58333333333333,6.0,36.8182708918702,15409.0699239798,620.707,649.674
D1 tapado,4,1,Presion alta,Contragolpe,77152,true,5.0,1.0,4.0,15.0,51.3184584178499,44.0,18.0,51.0,1.0,0.0,0.0,1.0,0.0,960.0,89.9658181818182,0.0,960.0,63.5658914728682,19.375,36.0,3.41666666666667,7.0,37.3470237916714,18681.6195459682,657.844,734.803
D1 tapado,4,1,Presion alta,Contragolpe,77165,true,5.0,0.0,5.0,13.0,51.4851485148515,40.0,14.0,50.0,1.0,0.0,0.0,1.0,0.0,962.0,91.3174545454546,0.0,962.0,55.3719008264463,24.5322245322245,28.0,3.58928571428571,6.0,39.6319745876278,17439.3086733164,620.761,696.295
D1 tapado,4,1,Presion alta,Contragolpe,77178,true,6.0,0.0,6.0,7.0,51.8681318681319,38.0,25.0,56.0,4.0,0.0,0.0,1.0,0.0,990.0,92.3058181818182,0.0,990.0,61.8131868131868,26.4646464646465,37.0,3.04054054054054,8.0,38.7861822562748,17753.0464915301,619.403,700.014
D1 tapado,4,1,Presion alta,Contragolpe,77191,true,1.0,0.0,1.0,7.0,57.7405857740586,42.0,16.0,52.0,3.0,1.0,0.0,2.0,0.0,1001.0,92.0996363636364,0.0,1001.0,57.8048780487805,18.0819180819181,31.0,3.82258064516129,6.0,42.7126455211962,19357.0967612438,691.071,755.665
D1 tapado,4,1,Presion alta,Contragolpe,77204,true,5.0,0.0,5.0,9.0,49.3392070484582,38.0,25.0,57.0,1.0,0.0,0.0,1.0,0.0,961.0,91.0654545454545,0.0,961.0,61.0284167794317,23.1009365244537,39.0,2.89102564102564,8.0,37.9154711452761,17746.5628906627,655.216,706.956
D1 tapado,4,1,Presion alta,Contragolpe,77217,true,2.0,0.0,2.0,9.0,55.7034220532319,33.0,17.0,44.0,2.0,1.0,0.0,0.0,0.0,1048.0,89.4749090909091,0.0,1048.0,64.329643296433,22.4236641221374,35.0,3.73571428571429,9.0,40.6216992977852,17857.3692539936,682.176,811.115
D1 tapado,4,1,Presion alta,Contragolpe,77230,true,4.0,0.0,4.0,7.0,37.3469387755102,29.0,25.0,44.0,4.0,0.0,0.0,2.0,0.0,996.0,88.6763636363636,0.0,996.0,67.8321678321678,28.2128514056225,39.0,3.10897435897436,6.0,43.9042768716766,15609.046296423,703.155,708.032
D1 tapado,4,1,Presion alta,Contragolpe,77243,true,3.0,0.0,3.0,10.0,48.3116883116883,36.0,16.0,50.0,3.0,1.0,0.0,1.0,0.0,1003.0,90.7185454545454,0.0,1003.0,56.2776957163959,32.5024925224327,27.0,3.52777777777778,5.0,38.0011636958256,15291.2196676509,597.591,645.132
D5 parejo,5,5,Tiki taka,Juego directo,77100,true,2.0,2.0,0.0,6.0,59.7585513078471,53.0,17.0,65.0,1.0,0.0,0.0,0.0,0.0,1032.0,89.8250909090909,0.0,1032.0,60.5166051660517,21.2209302325581,29.0,4.24137931034483,7.0,41.6632806317971,16835.9247562689,679.997,758.751
D5 parejo,5,5,Tiki taka,Juego directo,77113,true,2.0,0.0,2.0,8.0,53.2008830022075,39.0,25.0,61.0,4.0,0.0,0.0,3.0,0.0,965.0,90.7970909090909,0.0,965.0,61.7079889807163,24.7668393782383,39.0,2.87179487179487,12.0,39.4027817009632,16373.5257045675,622.752,680.052
D5 parejo,5,5,Tiki taka,Juego directo,77126,true,1.0,0.0,1.0,6.0,50.3267973856209,47.0,23.0,69.0,0.0,0.0,0.0,0.0,0.0,960.0,92.2534545454545,0.0,960.0,55.7598039215686,15.0,40.0,2.84375,8.0,43.2640985839096,17949.2739739137,699.791,734.527
D5 parejo,5,5,Tiki taka,Juego directo,77139,true,1.0,0.0,1.0,7.0,52.2565320665083,41.0,15.0,54.0,4.0,0.0,0.0,2.0,0.0,960.0,92.836,0.0,960.0,56.3685636856369,23.125,31.0,3.35483870967742,8.0,35.3971450599,16673.6745494381,607.15,700.215
D5 parejo,5,5,Tiki taka,Juego directo,77152,true,3.0,1.0,2.0,5.0,56.3241106719368,51.0,26.0,71.0,3.0,0.0,0.0,3.0,0.0,963.0,90.9869090909091,0.0,963.0,63.4639696586599,17.8608515057113,38.0,3.30263157894737,8.0,38.0701312547609,17570.3613567506,697.725,750.674
D5 parejo,5,5,Tiki taka,Juego directo,77165,true,4.0,1.0,3.0,9.0,47.0715835140998,38.0,20.0,54.0,2.0,0.0,0.0,1.0,0.0,1011.0,87.6650909090909,0.0,1011.0,61.9623655913978,26.4094955489614,39.0,2.95512820512821,9.0,37.6892423589087,14420.256767258,669.082,729.418
D5 parejo,5,5,Tiki taka,Juego directo,77178,true,2.0,1.0,1.0,8.0,57.919621749409,45.0,11.0,61.0,3.0,0.0,0.0,3.0,1.0,989.0,91.216,0.0,989.0,53.5392535392535,21.4357937310415,31.0,3.35483870967742,6.0,39.329086418892,16673.2395032606,649.614,737.345
D5 parejo,5,5,Tiki taka,Juego directo,77191,true,2.0,2.0,0.0,5.0,53.7678207739308,54.0,15.0,64.0,2.0,1.0,0.0,1.0,0.0,966.0,90.5549090909091,0.0,966.0,59.2457420924574,14.9068322981366,32.0,3.8046875,7.0,43.3087698134921,18382.8028119163,700.718,775.586
